age,workclass,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,capital-balance,income
55,Private,dropout,Married,Machine-op-inspct,Husband,Black,1,48,United-States,5013,0
31,Private,CommunityCollege,Married,Craft-repair,Husband,Black,1,40,United-States,0,0
33,Private,HighGrad,NotMarried,Machine-op-inspct,Unmarried,Asian-Pac-Islander,1,40,Philippines,0,0
65,Local-gov,HighGrad,Widowed,Exec-managerial,Unmarried,White,0,40,United-States,0,0
18,Private,HighGrad,NotMarried,Sales,Own-child,White,1,35,United-States,0,0
23,State-gov,Bachelors,Married,Prof-specialty,Husband,White,1,60,United-States,0,0
22,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,50,United-States,0,0
61,Local-gov,HighGrad,Married,Transport-moving,Husband,White,1,15,United-States,0,0
40,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
51,Private,CommunityCollege,NotMarried,Exec-managerial,Unmarried,Black,0,40,United-States,0,0
25,Private,HighGrad,NotMarried,Other-service,Own-child,Black,1,40,United-States,0,0
63,Local-gov,Bachelors,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,0,35,Philippines,0,0
17,Private,dropout,NotMarried,Sales,Not-in-family,White,0,20,United-States,0,0
54,Self-emp-not-inc,Masters,Separated,Tech-support,Not-in-family,White,0,20,United-States,0,0
45,Local-gov,CommunityCollege,Separated,Exec-managerial,Unmarried,White,1,47,United-States,0,0
28,State-gov,HighGrad,NotMarried,Prof-specialty,Not-in-family,Black,0,40,United-States,0,0
24,Private,CommunityCollege,NotMarried,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
70,Private,Bachelors,Widowed,Sales,Not-in-family,White,1,30,United-States,0,0
46,Private,Doctorate,Married,Sales,Husband,White,1,40,United-States,0,1
51,Local-gov,dropout,Widowed,Other-service,Not-in-family,White,0,45,Outros,0,0
58,Private,HighGrad,Separated,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
26,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,37,United-States,0,0
38,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,3103,1
45,Private,HighGrad,Married,Craft-repair,Husband,White,1,50,United-States,0,0
43,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
55,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,0,0
38,Private,dropout,Widowed,Craft-repair,Unmarried,White,1,40,United-States,0,0
19,Private,HighGrad,Married,Sales,Husband,White,1,40,United-States,3781,0
66,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
34,Private,Bachelors,NotMarried,Sales,Not-in-family,White,0,50,United-States,0,0
35,Private,dropout,Separated,Transport-moving,Not-in-family,Black,1,40,United-States,0,0
34,Private,Bachelors,Married,Tech-support,Husband,White,1,48,United-States,0,1
55,Private,CommunityCollege,Married,Other-service,Husband,White,1,35,United-States,-1977,1
43,Federal-gov,CommunityCollege,Separated,Handlers-cleaners,Unmarried,Black,1,40,United-States,-1726,0
66,Private,HighGrad,Widowed,Craft-repair,Not-in-family,White,1,40,United-States,0,0
42,Private,Bachelors,Married,Prof-specialty,Husband,White,1,45,United-States,0,1
55,Self-emp-inc,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,-2415,1
43,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,5178,1
33,Private,dropout,NotMarried,Other-service,Unmarried,White,1,40,United-States,0,0
50,Private,CommunityCollege,Separated,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
38,Private,HighGrad,Separated,Handlers-cleaners,Not-in-family,White,1,40,United-States,0,0
46,Private,HighGrad,Married,Craft-repair,Husband,White,1,46,United-States,0,0
38,Private,Bachelors,Married,Adm-clerical,Husband,White,1,45,United-States,0,1
45,Self-emp-not-inc,CommunityCollege,Married,Exec-managerial,Husband,White,1,35,United-States,0,0
30,Private,dropout,Married,Craft-repair,Husband,White,1,45,United-States,0,0
56,Private,Masters,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
29,Private,CommunityCollege,Married,Machine-op-inspct,Husband,Other,1,40,Outros,-2415,1
34,Private,HighGrad,Separated,Exec-managerial,Unmarried,White,0,50,United-States,0,0
58,Local-gov,CommunityCollege,Widowed,Adm-clerical,Other-relative,White,0,25,United-States,0,0
47,Local-gov,Bachelors,Married,Adm-clerical,Wife,White,0,40,United-States,7688,1
62,Private,Bachelors,Married,Sales,Husband,White,1,40,United-States,0,0
24,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,Black,0,40,United-States,0,0
49,Private,HighGrad,Separated,Tech-support,Unmarried,White,1,40,United-States,0,0
40,Federal-gov,HighGrad,Married,Adm-clerical,Husband,White,1,50,United-States,7298,1
17,Private,dropout,NotMarried,Other-service,Own-child,White,1,14,Philippines,0,0
36,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,45,United-States,0,0
73,Private,HighGrad,Widowed,Sales,Not-in-family,White,0,7,United-States,0,0
26,State-gov,Bachelors,NotMarried,Adm-clerical,Not-in-family,White,0,20,United-States,0,0
63,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,10,United-States,0,0
21,Local-gov,HighGrad,NotMarried,Other-service,Not-in-family,White,0,22,United-States,0,0
20,Private,HighGrad,NotMarried,Sales,Unmarried,White,1,45,United-States,0,0
40,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
36,Private,CommunityCollege,NotMarried,Craft-repair,Not-in-family,White,1,50,United-States,0,0
55,Federal-gov,HighGrad,Widowed,Adm-clerical,Unmarried,White,0,40,United-States,0,0
39,Private,Bachelors,Married,Sales,Husband,White,1,45,United-States,0,1
40,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
18,Private,dropout,NotMarried,Sales,Own-child,White,1,40,United-States,0,0
42,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,60,United-States,0,0
49,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,Black,0,40,United-States,0,0
26,Private,CommunityCollege,NotMarried,Sales,Other-relative,Asian-Pac-Islander,0,35,Philippines,0,0
18,Private,CommunityCollege,NotMarried,Machine-op-inspct,Own-child,White,0,23,United-States,0,0
57,Private,CommunityCollege,Widowed,Adm-clerical,Other-relative,White,0,40,United-States,0,0
35,Self-emp-not-inc,HighGrad,Separated,Machine-op-inspct,Unmarried,White,1,40,United-States,0,0
21,Private,dropout,NotMarried,Craft-repair,Not-in-family,White,1,50,United-States,0,0
43,Private,dropout,Separated,Farming-fishing,Not-in-family,White,1,80,United-States,0,0
32,Private,Bachelors,Separated,Tech-support,Not-in-family,Black,1,40,United-States,0,0
23,Private,CommunityCollege,NotMarried,Sales,Not-in-family,White,0,30,United-States,0,0
59,Private,HighGrad,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
50,Private,Bachelors,Married,Prof-specialty,Husband,White,1,36,United-States,-1887,1
47,Local-gov,HighGrad,Married,Transport-moving,Husband,White,1,20,United-States,0,1
36,Private,HighGrad,Separated,Machine-op-inspct,Unmarried,White,0,40,United-States,0,0
35,State-gov,Bachelors,Married,Prof-specialty,Wife,Asian-Pac-Islander,0,40,Philippines,0,1
24,Private,HighGrad,NotMarried,Protective-serv,Not-in-family,Other,1,40,United-States,0,0
22,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
67,Self-emp-not-inc,Bachelors,Widowed,Sales,Not-in-family,White,1,30,United-States,0,0
44,Local-gov,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
34,Private,dropout,Married,Transport-moving,Husband,White,1,80,United-States,0,0
24,Private,CommunityCollege,NotMarried,Sales,Not-in-family,White,1,40,United-States,0,0
46,Local-gov,Bachelors,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
41,Private,HighGrad,Separated,Handlers-cleaners,Own-child,White,0,40,United-States,2597,0
66,Private,HighGrad,Married,Other-service,Husband,White,1,34,United-States,0,0
21,Private,HighGrad,Married,Sales,Wife,White,0,38,United-States,0,0
25,Private,dropout,NotMarried,Sales,Own-child,Asian-Pac-Islander,1,35,Outros,0,0
31,Private,dropout,NotMarried,Transport-moving,Other-relative,Other,1,40,Outros,0,0
51,State-gov,Masters,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
33,Private,Doctorate,Married,Prof-specialty,Husband,White,1,45,United-States,0,1
24,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,20,United-States,0,0
31,Federal-gov,CommunityCollege,NotMarried,Adm-clerical,Own-child,Black,0,40,United-States,0,0
31,Private,Bachelors,Married,Sales,Husband,White,1,45,United-States,-1977,1
54,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,Outros,0,0
49,Self-emp-not-inc,HighGrad,Married,Exec-managerial,Husband,White,1,35,United-States,0,0
59,Private,HighGrad,NotMarried,Craft-repair,Other-relative,White,0,35,United-States,0,0
76,Self-emp-not-inc,dropout,Married,Farming-fishing,Husband,White,1,28,United-States,0,0
32,Private,Doctorate,Separated,Prof-specialty,Not-in-family,White,1,40,United-States,0,1
47,Self-emp-not-inc,HighGrad,Separated,Sales,Unmarried,White,0,35,United-States,0,0
70,Self-emp-inc,Bachelors,Married,Sales,Husband,White,1,15,United-States,0,0
41,Private,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,0,1
46,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,Outros,0,0
36,State-gov,HighGrad,NotMarried,Protective-serv,Other-relative,Asian-Pac-Islander,0,40,United-States,0,0
44,Private,Bachelors,Married,Exec-managerial,Wife,White,0,45,United-States,0,1
32,Self-emp-not-inc,HighGrad,NotMarried,Craft-repair,Unmarried,White,1,40,Outros,0,0
47,Private,Bachelors,Separated,Other-service,Not-in-family,White,0,40,United-States,99999,1
56,Private,HighGrad,Widowed,Other-service,Unmarried,White,0,40,Outros,0,0
38,Private,CommunityCollege,Married,Tech-support,Husband,White,1,56,United-States,0,1
74,Private,HighGrad,Widowed,Other-service,Not-in-family,White,0,28,United-States,0,0
19,Private,CommunityCollege,NotMarried,Prof-specialty,Not-in-family,White,0,20,United-States,0,0
74,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,12,United-States,2653,0
32,Private,HighGrad,NotMarried,Other-service,Other-relative,Other,1,40,Mexico,0,0
31,Private,dropout,Married,Prof-specialty,Husband,White,1,55,United-States,0,0
24,Private,Bachelors,Married,Sales,Husband,White,1,40,United-States,0,0
46,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,1,40,Outros,0,1
27,Private,HighGrad,Married,Transport-moving,Husband,Black,1,40,United-States,0,0
56,Private,Bachelors,Married,Exec-managerial,Husband,White,1,55,United-States,-1902,1
40,Private,Bachelors,Married,Tech-support,Wife,White,0,20,United-States,0,0
67,State-gov,HighGrad,Married,Exec-managerial,Husband,White,1,35,United-States,3456,0
45,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,Asian-Pac-Islander,1,45,Outros,0,0
36,Federal-gov,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
47,Private,Masters,Separated,Prof-specialty,Unmarried,White,0,40,United-States,0,1
61,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,7688,1
50,Private,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,3103,1
43,Private,CommunityCollege,NotMarried,Handlers-cleaners,Unmarried,Black,1,40,United-States,0,0
69,Private,Bachelors,Married,Sales,Husband,White,1,50,United-States,10605,1
32,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,1,50,United-States,0,0
45,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
32,Private,dropout,Married,Machine-op-inspct,Husband,White,1,48,United-States,0,0
51,Federal-gov,HighGrad,Separated,Adm-clerical,Unmarried,White,0,40,United-States,-1980,0
38,Self-emp-inc,HighGrad,Married,Craft-repair,Husband,White,1,50,United-States,0,1
36,Private,Masters,Married,Prof-specialty,Husband,White,1,55,United-States,0,1
42,Private,Masters,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
24,Private,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
50,Private,Masters,Married,Prof-specialty,Wife,White,0,38,United-States,0,0
36,Private,CommunityCollege,Separated,Sales,Not-in-family,White,0,40,United-States,0,1
31,Private,CommunityCollege,Separated,Machine-op-inspct,Unmarried,White,0,55,United-States,0,1
33,Private,CommunityCollege,Married,Craft-repair,Wife,White,0,40,United-States,0,0
37,Private,dropout,Married,Machine-op-inspct,Husband,Black,1,35,Outros,7298,1
26,Private,CommunityCollege,NotMarried,Exec-managerial,Own-child,White,0,40,United-States,0,0
43,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,99,United-States,0,0
46,Private,CommunityCollege,Married,Sales,Husband,White,1,40,United-States,0,0
22,Private,HighGrad,NotMarried,Other-service,Own-child,Black,0,40,United-States,0,0
45,Private,Masters,Separated,Prof-specialty,Not-in-family,White,0,55,United-States,-2258,0
17,Private,dropout,NotMarried,Sales,Own-child,White,0,15,Outros,0,0
23,Private,CommunityCollege,NotMarried,Sales,Own-child,White,1,25,Outros,0,0
36,Private,Bachelors,Married,Other-service,Husband,Other,1,40,Outros,0,1
47,Private,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,0,0
29,Private,Masters,NotMarried,Exec-managerial,Not-in-family,White,1,45,United-States,0,0
39,Private,Masters,Separated,Prof-specialty,Not-in-family,White,1,45,United-States,0,1
33,Private,CommunityCollege,Separated,Sales,Not-in-family,White,1,25,United-States,0,0
30,Private,CommunityCollege,Married,Exec-managerial,Wife,White,0,52,United-States,0,0
22,Private,Bachelors,NotMarried,Adm-clerical,Not-in-family,White,0,20,United-States,0,0
28,Private,CommunityCollege,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
40,Private,HighGrad,Married,Adm-clerical,Wife,White,0,12,United-States,4064,0
29,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
28,Private,CommunityCollege,NotMarried,Farming-fishing,Not-in-family,White,0,40,United-States,0,0
23,Private,CommunityCollege,NotMarried,Craft-repair,Own-child,White,1,30,United-States,0,0
45,Private,dropout,Married,Adm-clerical,Husband,Black,1,40,United-States,0,0
48,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,0,44,United-States,0,0
47,Private,HighGrad,Married,Adm-clerical,Wife,White,0,40,United-States,0,1
48,Self-emp-not-inc,Masters,Married,Sales,Husband,White,1,20,United-States,0,0
25,Private,Bachelors,Married,Prof-specialty,Wife,White,0,40,United-States,-1887,1
63,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,35,United-States,0,1
42,Private,HighGrad,Widowed,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
33,Private,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
30,Private,HighGrad,NotMarried,Exec-managerial,Own-child,White,1,40,United-States,0,0
45,Self-emp-inc,Masters,Married,Sales,Husband,Asian-Pac-Islander,1,40,Outros,-1902,1
24,Private,CommunityCollege,Married,Craft-repair,Wife,White,0,40,United-States,0,0
34,Private,dropout,NotMarried,Craft-repair,Not-in-family,White,0,30,United-States,0,0
27,Private,Bachelors,NotMarried,Adm-clerical,Own-child,Black,0,40,United-States,0,0
31,Private,HighGrad,NotMarried,Adm-clerical,Unmarried,White,0,37,Outros,-3770,0
44,Local-gov,Bachelors,Married,Protective-serv,Husband,White,1,56,United-States,0,0
27,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,0,50,United-States,0,0
28,Private,HighGrad,Separated,Sales,Unmarried,White,0,35,United-States,0,0
40,Local-gov,Bachelors,Married,Prof-specialty,Husband,White,1,30,United-States,-2051,0
42,Private,Bachelors,Married,Sales,Husband,White,1,70,United-States,0,1
24,Private,Bachelors,NotMarried,Adm-clerical,Own-child,White,1,15,United-States,0,0
56,Private,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
43,Private,CommunityCollege,Separated,Sales,Unmarried,White,1,55,United-States,0,0
56,Private,HighGrad,Separated,Adm-clerical,Other-relative,Black,0,40,United-States,0,0
20,Private,CommunityCollege,NotMarried,Transport-moving,Not-in-family,White,1,60,United-States,0,0
52,Private,HighGrad,Married,Transport-moving,Husband,White,1,55,United-States,0,0
50,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,Outros,0,1
29,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
23,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,1,50,United-States,0,0
32,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,1
23,Private,CommunityCollege,NotMarried,Machine-op-inspct,Own-child,White,1,40,United-States,0,0
28,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,0,40,United-States,0,0
32,Private,HighGrad,NotMarried,Other-service,Not-in-family,White,1,48,United-States,0,0
19,Private,CommunityCollege,NotMarried,Sales,Own-child,White,0,20,United-States,0,0
34,Local-gov,CommunityCollege,Married,Transport-moving,Husband,White,1,40,United-States,0,0
23,State-gov,HighGrad,Married,Protective-serv,Husband,White,1,38,United-States,0,0
49,Private,dropout,Separated,Machine-op-inspct,Not-in-family,White,0,32,United-States,0,0
39,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,1,40,United-States,0,1
32,Private,CommunityCollege,Separated,Sales,Unmarried,White,0,40,United-States,-1380,0
30,Private,HighGrad,Separated,Other-service,Unmarried,White,0,40,United-States,0,0
25,Private,Bachelors,NotMarried,Adm-clerical,Not-in-family,White,1,30,United-States,0,0
62,Private,dropout,Married,Other-service,Husband,White,1,40,United-States,0,0
61,Private,Bachelors,Married,Other-service,Husband,Black,1,20,United-States,0,0
33,Private,HighGrad,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,0,72,United-States,0,0
50,Private,CommunityCollege,Married,Adm-clerical,Husband,White,1,46,United-States,0,1
43,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,1
27,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,39,United-States,0,0
67,Private,dropout,Married,Other-service,Husband,Black,1,9,United-States,0,1
27,State-gov,Masters,Married,Prof-specialty,Husband,Asian-Pac-Islander,1,20,Outros,0,0
33,Federal-gov,Bachelors,NotMarried,Protective-serv,Not-in-family,White,1,50,United-States,-1408,0
35,Private,HighGrad,Separated,Sales,Unmarried,White,0,30,United-States,0,0
20,Private,CommunityCollege,NotMarried,Sales,Unmarried,White,0,2,United-States,0,0
26,Private,Bachelors,NotMarried,Other-service,Own-child,White,0,15,United-States,0,0
45,Self-emp-not-inc,CommunityCollege,Married,Craft-repair,Husband,White,1,60,United-States,0,0
23,Private,dropout,Married,Handlers-cleaners,Wife,White,0,40,Mexico,0,0
48,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,50,United-States,0,0
28,Local-gov,Masters,Married,Exec-managerial,Wife,White,0,40,United-States,-1485,1
40,Private,Masters,Married,Other-service,Husband,Asian-Pac-Islander,1,40,Outros,0,0
62,Private,Masters,Married,Exec-managerial,Husband,White,1,40,United-States,15024,1
52,Self-emp-not-inc,CommunityCollege,NotMarried,Craft-repair,Unmarried,White,1,30,United-States,0,0
50,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,60,United-States,0,1
43,Private,HighGrad,Married,Sales,Other-relative,White,0,20,United-States,0,0
44,Private,Masters,Separated,Adm-clerical,Not-in-family,White,1,40,United-States,0,0
25,Private,Bachelors,NotMarried,Tech-support,Not-in-family,White,0,30,United-States,-1564,1
23,State-gov,CommunityCollege,NotMarried,Protective-serv,Not-in-family,Black,1,30,United-States,0,0
39,Private,HighGrad,NotMarried,Adm-clerical,Unmarried,White,0,40,United-States,0,0
26,Private,HighGrad,NotMarried,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
40,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
23,Private,CommunityCollege,NotMarried,Other-service,Unmarried,White,0,20,United-States,0,0
22,Local-gov,Bachelors,NotMarried,Prof-specialty,Own-child,White,0,35,United-States,0,0
35,Private,Bachelors,Married,Exec-managerial,Husband,Asian-Pac-Islander,1,50,Outros,0,1
52,Private,Masters,Married,Exec-managerial,Husband,White,1,40,United-States,99999,1
37,Private,CommunityCollege,Married,Adm-clerical,Other-relative,Asian-Pac-Islander,0,38,United-States,5178,1
25,Private,CommunityCollege,NotMarried,Other-service,Not-in-family,White,0,45,United-States,0,0
27,Private,Bachelors,NotMarried,Adm-clerical,Not-in-family,Asian-Pac-Islander,0,40,Philippines,0,0
51,State-gov,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,1,40,United-States,0,0
18,State-gov,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,16,United-States,0,0
26,Private,HighGrad,NotMarried,Craft-repair,Own-child,White,1,50,United-States,0,0
42,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,1
64,Private,Bachelors,Married,Protective-serv,Husband,White,1,50,United-States,-1902,1
34,State-gov,HighGrad,NotMarried,Other-service,Own-child,White,0,40,United-States,0,0
70,Self-emp-inc,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
27,Private,CommunityCollege,NotMarried,Prof-specialty,Not-in-family,White,0,35,United-States,0,0
52,State-gov,CommunityCollege,Married,Tech-support,Husband,White,1,45,United-States,0,0
25,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,1,45,United-States,0,0
33,Private,HighGrad,Separated,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
18,Private,dropout,NotMarried,Handlers-cleaners,Own-child,White,1,15,United-States,0,0
51,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,50,United-States,0,0
35,Private,HighGrad,Separated,Exec-managerial,Unmarried,White,0,20,United-States,0,0
61,Private,Bachelors,Separated,Sales,Not-in-family,Asian-Pac-Islander,0,30,Outros,0,0
41,Federal-gov,CommunityCollege,Married,Other-service,Husband,White,1,40,United-States,0,0
40,Self-emp-not-inc,CommunityCollege,Married,Sales,Husband,White,1,72,United-States,0,1
24,State-gov,HighGrad,Married,Adm-clerical,Wife,White,0,40,United-States,0,0
29,Private,CommunityCollege,Separated,Adm-clerical,Not-in-family,White,0,35,United-States,0,0
18,Private,dropout,NotMarried,Adm-clerical,Own-child,White,0,15,United-States,0,0
60,Private,HighGrad,Separated,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
28,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,0
26,Local-gov,dropout,Married,Other-service,Other-relative,White,1,50,United-States,0,0
41,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,99999,1
52,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
45,Self-emp-inc,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,15024,1
26,Self-emp-not-inc,Bachelors,NotMarried,Prof-specialty,Own-child,White,1,30,United-States,0,0
48,Private,CommunityCollege,Separated,Prof-specialty,Not-in-family,White,1,40,United-States,0,1
47,Private,HighGrad,Widowed,Prof-specialty,Unmarried,Other,0,35,Outros,0,0
22,Private,dropout,Separated,Priv-house-serv,Not-in-family,White,0,40,United-States,0,0
35,Private,CommunityCollege,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,0,40,Philippines,0,0
38,Private,HighGrad,Married,Sales,Husband,White,1,75,United-States,0,1
34,Local-gov,CommunityCollege,Married,Protective-serv,Husband,White,1,40,United-States,0,0
39,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,0,1
38,Private,CommunityCollege,Married,Machine-op-inspct,Husband,Other,1,40,Outros,0,0
25,Private,Bachelors,NotMarried,Tech-support,Not-in-family,White,0,10,United-States,0,0
23,Private,Bachelors,NotMarried,Exec-managerial,Own-child,White,0,40,Outros,0,0
48,Private,Bachelors,Separated,Tech-support,Not-in-family,White,0,45,United-States,0,0
62,Private,Masters,Married,Adm-clerical,Husband,Asian-Pac-Islander,1,40,Outros,0,1
27,Private,HighGrad,NotMarried,Other-service,Own-child,White,1,20,United-States,0,0
24,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,50,United-States,0,0
59,Private,Bachelors,Separated,Exec-managerial,Not-in-family,White,1,45,United-States,0,0
55,Private,HighGrad,NotMarried,Priv-house-serv,Unmarried,White,0,40,Mexico,0,0
48,Private,dropout,Married,Transport-moving,Husband,Black,1,40,United-States,0,0
61,Self-emp-not-inc,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
43,Self-emp-not-inc,CommunityCollege,NotMarried,Craft-repair,Not-in-family,White,0,14,United-States,0,0
46,Local-gov,HighGrad,NotMarried,Other-service,Unmarried,White,0,40,United-States,0,0
34,Private,HighGrad,Separated,Tech-support,Unmarried,Black,0,35,United-States,0,0
32,Private,HighGrad,Married,Transport-moving,Husband,Black,1,50,United-States,0,0
26,Private,HighGrad,Married,Prof-specialty,Husband,White,1,30,United-States,0,0
39,Private,dropout,NotMarried,Handlers-cleaners,Not-in-family,White,1,40,Outros,0,0
50,Private,HighGrad,Married,Sales,Husband,White,1,55,United-States,-1887,1
51,Self-emp-not-inc,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
43,Self-emp-inc,CommunityCollege,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
30,Private,Bachelors,Separated,Sales,Not-in-family,White,1,40,United-States,0,0
44,Local-gov,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,-1902,1
40,Private,HighGrad,Married,Sales,Own-child,White,0,30,United-States,0,0
41,Private,Masters,Married,Exec-managerial,Husband,White,1,40,United-States,-1902,1
48,Private,HighGrad,Separated,Other-service,Unmarried,White,0,20,United-States,0,0
57,State-gov,HighGrad,Married,Adm-clerical,Husband,White,1,40,United-States,0,1
21,Private,CommunityCollege,NotMarried,Sales,Own-child,White,0,40,United-States,0,0
27,Private,CommunityCollege,NotMarried,Adm-clerical,Unmarried,Black,0,30,United-States,0,0
27,Private,CommunityCollege,NotMarried,Other-service,Unmarried,White,0,10,United-States,0,0
31,Private,HighGrad,NotMarried,Tech-support,Not-in-family,White,0,40,United-States,0,0
23,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,50,United-States,0,0
45,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,Other,1,60,Outros,13550,1
32,Private,CommunityCollege,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
42,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,43,United-States,0,1
41,Private,HighGrad,Married,Craft-repair,Husband,White,1,50,United-States,0,0
60,Private,HighGrad,Separated,Priv-house-serv,Unmarried,White,0,99,United-States,0,0
28,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,42,United-States,0,0
49,Private,CommunityCollege,Married,Adm-clerical,Own-child,White,0,38,United-States,0,0
23,Private,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,-1887,1
30,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,0,40,United-States,0,0
28,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,50,United-States,0,0
27,State-gov,HighGrad,Married,Protective-serv,Husband,White,1,60,United-States,0,0
26,Private,Masters,NotMarried,Exec-managerial,Not-in-family,White,1,60,United-States,0,0
40,State-gov,Masters,NotMarried,Craft-repair,Not-in-family,White,1,80,United-States,0,0
30,State-gov,Bachelors,Married,Prof-specialty,Husband,White,1,37,United-States,0,1
42,Private,Bachelors,Married,Prof-specialty,Husband,White,1,50,United-States,0,1
